0	0
1e-06	0.00043775
1.0139e-06	0.00044234
1.028e-06	0.00044697
1.0423e-06	0.00045163
1.0568e-06	0.00045633
1.0716e-06	0.00046106
1.0865e-06	0.00046583
1.1016e-06	0.00047063
1.1169e-06	0.00047547
1.1325e-06	0.00048034
1.1482e-06	0.00048525
1.1642e-06	0.0004902
1.1804e-06	0.00049518
1.1968e-06	0.0005002
1.2135e-06	0.00050526
1.2304e-06	0.00051035
1.2475e-06	0.00051547
1.2649e-06	0.00052063
1.2825e-06	0.00052583
1.3003e-06	0.00053106
1.3184e-06	0.00053633
1.3368e-06	0.00054164
1.3554e-06	0.00054698
1.3743e-06	0.00055236
1.3934e-06	0.00055777
1.4128e-06	0.00056322
1.4324e-06	0.00056871
1.4524e-06	0.00057423
1.4726e-06	0.00057979
1.4931e-06	0.00058538
1.5139e-06	0.00059101
1.5349e-06	0.00059667
1.5563e-06	0.00060237
1.578e-06	0.00060811
1.5999e-06	0.00061388
1.6222e-06	0.00061969
1.6448e-06	0.00062553
1.6677e-06	0.00063141
1.6909e-06	0.00063733
1.7144e-06	0.00064328
1.7383e-06	0.00064926
1.7625e-06	0.00065528
1.787e-06	0.00066134
1.8119e-06	0.00066743
1.8371e-06	0.00067356
1.8627e-06	0.00067972
1.8886e-06	0.00068592
1.9149e-06	0.00069215
1.9415e-06	0.00069842
1.9686e-06	0.00070472
1.996e-06	0.00071105
2.0237e-06	0.00071742
2.0519e-06	0.00072383
2.0805e-06	0.00073027
2.1094e-06	0.00073674
2.1388e-06	0.00074325
2.1685e-06	0.00074979
2.1987e-06	0.00075637
2.2293e-06	0.00076298
2.2604e-06	0.00076963
2.2918e-06	0.0007763
2.3237e-06	0.00078301
2.3561e-06	0.00078976
2.3889e-06	0.00079654
2.4221e-06	0.00080335
2.4558e-06	0.0008102
2.49e-06	0.00081707
2.5246e-06	0.00082398
2.5598e-06	0.00083093
2.5954e-06	0.0008379
2.6315e-06	0.00084491
2.6682e-06	0.00085195
2.7053e-06	0.00085903
2.743e-06	0.00086613
2.7811e-06	0.00087327
2.8198e-06	0.00088044
2.8591e-06	0.00088764
2.8989e-06	0.00089487
2.9392e-06	0.00090213
2.9801e-06	0.00090943
3.0216e-06	0.00091675
3.0637e-06	0.00092411
3.1063e-06	0.0009315
3.1496e-06	0.00093892
3.1934e-06	0.00094636
3.2378e-06	0.00095384
3.2829e-06	0.00096135
3.3286e-06	0.00096889
3.3749e-06	0.00097646
3.4219e-06	0.00098406
3.4695e-06	0.00099169
3.5178e-06	0.00099934
3.5668e-06	0.001007
3.6164e-06	0.0010147
3.6668e-06	0.0010225
3.7178e-06	0.0010303
3.7695e-06	0.0010381
3.822e-06	0.0010459
3.8752e-06	0.0010537
3.9291e-06	0.0010616
3.9838e-06	0.0010695
4.0393e-06	0.0010775
4.0955e-06	0.0010855
4.1525e-06	0.0010935
4.2103e-06	0.0011015
4.2689e-06	0.0011095
4.3283e-06	0.0011176
4.3886e-06	0.0011257
4.4496e-06	0.0011338
4.5116e-06	0.001142
4.5744e-06	0.0011502
4.638e-06	0.0011584
4.7026e-06	0.0011666
4.768e-06	0.0011749
4.8344e-06	0.0011831
4.9017e-06	0.0011915
4.9699e-06	0.0011998
5.0391e-06	0.0012081
5.1092e-06	0.0012165
5.1803e-06	0.0012249
5.2524e-06	0.0012334
5.3255e-06	0.0012418
5.3997e-06	0.0012503
5.4748e-06	0.0012588
5.551e-06	0.0012673
5.6283e-06	0.0012759
5.7066e-06	0.0012844
5.786e-06	0.001293
5.8666e-06	0.0013017
5.9482e-06	0.0013103
6.031e-06	0.001319
6.115e-06	0.0013276
6.2001e-06	0.0013364
6.2864e-06	0.0013451
6.3739e-06	0.0013538
6.4626e-06	0.0013626
6.5525e-06	0.0013714
6.6437e-06	0.0013802
6.7362e-06	0.001389
6.8299e-06	0.0013979
6.925e-06	0.0014068
7.0214e-06	0.0014157
7.1191e-06	0.0014246
7.2182e-06	0.0014335
7.3187e-06	0.0014425
7.4205e-06	0.0014515
7.5238e-06	0.0014605
7.6285e-06	0.0014695
7.7347e-06	0.0014785
7.8424e-06	0.0014876
7.9515e-06	0.0014966
8.0622e-06	0.0015057
8.1744e-06	0.0015148
8.2882e-06	0.001524
8.4035e-06	0.0015331
8.5205e-06	0.0015423
8.6391e-06	0.0015514
8.7593e-06	0.0015606
8.8813e-06	0.0015699
9.0049e-06	0.0015791
9.1302e-06	0.0015883
9.2573e-06	0.0015976
9.3861e-06	0.0016069
9.5168e-06	0.0016162
9.6492e-06	0.0016255
9.7835e-06	0.0016349
9.9197e-06	0.0016442
1.0058e-05	0.0016536
1.0198e-05	0.001663
1.034e-05	0.0016723
1.0484e-05	0.0016818
1.063e-05	0.0016912
1.0777e-05	0.0017006
1.0927e-05	0.0017101
1.108e-05	0.0017196
1.1234e-05	0.0017291
1.139e-05	0.0017386
1.1549e-05	0.0017481
1.1709e-05	0.0017576
1.1872e-05	0.0017672
1.2038e-05	0.0017767
1.2205e-05	0.0017863
1.2375e-05	0.0017959
1.2547e-05	0.0018055
1.2722e-05	0.0018151
1.2899e-05	0.0018247
1.3079e-05	0.0018344
1.3261e-05	0.001844
1.3445e-05	0.0018537
1.3632e-05	0.0018634
1.3822e-05	0.0018731
1.4014e-05	0.0018828
1.4209e-05	0.0018925
1.4407e-05	0.0019022
1.4608e-05	0.001912
1.4811e-05	0.0019217
1.5017e-05	0.0019315
1.5226e-05	0.0019413
1.5438e-05	0.0019511
1.5653e-05	0.0019609
1.5871e-05	0.0019707
1.6092e-05	0.0019805
1.6316e-05	0.0019903
1.6543e-05	0.0020002
1.6773e-05	0.00201
1.7007e-05	0.0020199
1.7243e-05	0.0020298
1.7483e-05	0.0020397
1.7727e-05	0.0020496
1.7973e-05	0.0020595
1.8223e-05	0.0020694
1.8477e-05	0.0020793
1.8734e-05	0.0020893
1.8995e-05	0.0020992
1.9259e-05	0.0021092
1.9527e-05	0.0021192
1.9799e-05	0.0021291
2.0075e-05	0.0021391
2.0354e-05	0.0021491
2.0638e-05	0.0021591
2.0925e-05	0.0021691
2.1216e-05	0.0021792
2.1511e-05	0.0021892
2.1811e-05	0.0021992
2.2114e-05	0.0022093
2.2422e-05	0.0022194
